No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
4492,logo for royal enfield,22200,69,46,$0.19,1,25,https://www.olx.in/sarawani_g5428575/motorcycles_c81?filter=make_eq_royal-enfield&page=9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4493,lic bima sakhi,9900,38,46,$0.36,27,36,https://www.olx.in/en-in/dharamshala_g5340909/jobs_c4,Dharamshala,Unknown,Unknown,Unknown,Dharamshala,Unknown,,,,1
4494,laptops under 10000,18100,7,1462,$0.16,17,24,https://www.olx.in/en-in/computers-laptops_c1505/q-10000-10000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4495,laptop acer second hand,14800,1,6748,$0.04,2,21,https://www.olx.in/en-in/computers-laptops_c1505/q-used-acer-laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4496,kitchen steel rack,22200,20,95,$0.02,98,49,https://www.olx.in/en-in/furniture_c628/q-steel-rack-kitchen,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4497,house for rent in coimbatore,22200,1,6748,$0.11,22,18,https://www.olx.in/en-in/coimbatore_g4059164/for-rent-houses-apartments_c1723,Coimbatore,Unknown,Unknown,Unknown,Coimbatore,Unknown,,,,1
4498,house for rent,22200,2,6748,$0.06,23,26,https://www.olx.in/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4499,haryana e challan,22200,75,46,$0.05,25,32,https://www.olx.in/blog/expert-advice/challan-check-haryana/,Unknown,Haryana,India,North,Unknown,Unknown,,,,1
4500,hard disk 2tb price,14800,15,202,$0.05,40,22,https://www.olx.in/en-in/hard-disk-printers-monitors_c1509/q-2tb,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4501,gym products name,22200,43,46,$0.04,35,18,https://www.olx.in/gym-fitness_c771,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4502,fruits with c vitamin,27100,37,46,$0.11,1,43,https://www.olx.in/blog/expert-advice/vitamin-c-fruits/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4503,ford mustang in india price,22200,28,51,$0.01,1,20,https://www.olx.in/en-in/cars_c84/q-mustang,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4504,for rent homes,22200,1,6748,$0.09,22,56,https://www.olx.in/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4505,food carts,22200,20,124,$0.01,56,21,https://www.olx.in/en-in/bengaluru_g4058803/q-food-cart,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
4506,ecosport car,22200,12,437,$0.08,2,25,https://www.olx.in/cars_c84/q-ecosport,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4507,dji drone price,22200,20,95,$0.04,95,48,https://www.olx.in/cameras-lenses_c1517/q-dji-drones,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4508,diwan cot,22200,9,1041,$0.09,98,54,https://www.olx.in/en-in/hyderabad_g4058526/furniture_c628/q-diwans-cot,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
4509,diaries book,22200,48,46,$0.01,93,17,https://www.olx.in/books_c453/q-diarys,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4510,cricket kit price,27100,19,124,$0.01,95,15,https://www.olx.in/sports-equipment_c100/q-cricket-kit,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4511,cooler pad,14800,26,59,$0.03,83,39,https://www.olx.in/electronics-appliances_c99/q-cooler-pad,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4512,chevrolet beat,22200,5,2160,$0.06,1,24,https://www.olx.in/cars_c84/q-chevrolet-beat,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4513,cc2 mobile,18100,23,53,$0.01,3,18,https://www.olx.in/mobile-phones_c1453/q-c2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4514,cat house,22200,23,95,$0.03,97,25,https://www.olx.in/pets_c103/q-cat-house,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4515,car in 3 lakh,22200,12,437,$0.10,21,29,https://www.olx.in/cars_c84?filter=price_between_200000_to_299999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4516,bugatti price price,22200,26,51,$0.01,1,35,https://www.olx.in/blog/cars/top-bugatti-cars-india/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4517,car with driver,22200,54,46,$0.25,1,49,https://www.olx.in/en-in/pimpri-chinchwad_g5059013/drivers-taxi_c356/q-driver-pune,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
4518,bus price in india,22200,19,113,$0.15,4,13,https://www.olx.in/commercial-other-vehicles_c85/q-bus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4519,baroda restaurant,18100,82,46,$0.04,5,20,https://www.olx.in/en-in/khodiyar-nagar_g5308639/furniture_c628,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4520,audi r8 cars price in india,22200,8,750,$1.80,1,25,https://www.olx.in/en-in/audi-cars_c84/q-r8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4521,audi q3 car price,22200,43,46,$1.32,4,35,https://www.olx.in/cars_c84/q-audi-q3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4522,audi cars cost in india,22200,32,46,$0.46,4,42,https://www.olx.in/cars_c84/q-audi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4523,audi car and price in india,22200,22,73,$0.46,4,42,https://www.olx.in/cars_c84/q-audi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4524,antique,22200,51,46,$0.17,9,40,https://www.olx.in/en-in/delhi_g4058659/q-antiques,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
4525,22 inch pc monitor,18100,14,202,$0.03,63,23,https://www.olx.in/en-in/computers-laptops_c1505/q-22-inch-monitor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4526,1tb hard disk price,22200,16,202,$0.01,80,36,https://www.olx.in/en-in/hard-disk-printers-monitors_c1509/q-1tb,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4527,water resistant phones,27100,54,46,$0.07,98,51,https://www.olx.in/blog/mobiles/best-waterproof-phones-in-india/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4528,volkswagen cars golf,49500,32,48,$0.13,1,43,https://www.olx.in/en-in/cars_c84?filter=model_eq_volkswagen-golf-gti,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4529,vertu mobile phones price in india,18100,15,202,$0.10,1,19,https://www.olx.in/en-in/mobiles_c1411/q-vertu,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4530,vacancy patna,22200,9,437,$0.06,28,19,https://www.olx.in/patna_g4058642/jobs_c4,Patna,Unknown,Unknown,Unknown,Patna,Unknown,,,,1
4531,dell laptop xps,22200,23,59,$0.04,90,39,https://www.olx.in/en-in/computers-laptops_c1505/q-dell-xps,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4532,chevrolet camaro,22200,44,46,$0,1,24,https://www.olx.in/cars_c84/q-camaro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4533,cars in india,22200,21,73,$0.09,4,21,https://www.olx.in/cars_c84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4534,car price xuv 500,22200,9,750,$0.95,2,25,https://www.olx.in/cars_c84/q-xuv500,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4535,bmw z4 car price,22200,26,59,$0.12,2,38,https://www.olx.in/en-in/bmw-cars_c84/q-z4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4536,bmw car price lowest,14800,71,46,$0.59,3,49,https://www.olx.in/blog/cars/top-5-cheapest-bmw-cars-india/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4537,best phone for gaming under 15000,22200,69,46,$0.06,56,23,https://www.olx.in/item/mobile-phones-c1453-used-xiaomi-in-sahibgang-bhagalpur-iid-1840331591,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4538,backend office,22200,11,333,$1.13,1,24,https://www.olx.in/en-in/zirakpur_g4399775/data-entry-back-office_c1737,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4539,olx kolkata,22200,1,6748,$0,1,24,https://www.olx.in/kolkata_g4157275,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
4540,music instruments violin price,22200,17,166,$0.01,91,17,https://www.olx.in/musical-instruments_c714/q-violin,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4541,memory ram 8gb,18100,19,113,$0.01,35,37,https://www.olx.in/en-in/computer-accessories_c1515/q-ram-ddr4-8gb,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4542,maruti suzuki cars alto,22200,33,46,$0.17,11,50,https://www.olx.in/en-in/mumbai_g4058997/q-alto,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
4543,mahindra & mahindra jeep,22200,8,750,$0.61,1,30,https://www.olx.in/cars_c84/q-mahindra-jeep,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4544,lmv meaning in driving license,27100,40,46,$0,1,15,https://www.olx.in/blog/cars/light-motor-vehicle-licence-in-india/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4545,spare parts of bike,22200,19,124,$0.02,6,38,https://www.olx.in/spare-parts_c1587,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4546,spare parts of bicycle,22200,40,46,$0.02,7,25,https://www.olx.in/spare-parts_c1587,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4547,second hand acer laptop,18100,1,6748,$0.03,2,22,https://www.olx.in/en-in/computers-laptops_c1505/q-used-acer-laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4548,s11,22200,12,333,$0.06,2,20,https://www.olx.in/cars_c84/q-scorpio-s11,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4549,royal enfield continental gt 650 for sale,12100,1,6748,$0.52,1,18,https://www.olx.in/en-in/bengaluru_g4058803/motorcycles_c81/q-continental-gt,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
4550,ray zr 125,18100,28,51,$0.01,2,19,https://www.olx.in/en-in/scooters_c1413/q-yamaha-ray-zr,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4551,r x 135,22200,1,6748,$0,1,20,https://www.olx.in/bikes_c2198/q-yamaha-bike-rx135,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4552,price of whiteboard,22200,18,130,$0.01,96,41,https://www.olx.in/furniture_c628/q-white-board,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4553,price of laptop acer,18100,28,46,$0.04,99,39,https://www.olx.in/computers-laptops_c1505/q-acer,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4554,police watches for men,22200,46,46,$0.03,98,41,https://www.olx.in/men_c1793/q-police-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4555,pick up truck,22200,21,95,$0.11,4,21,https://www.olx.in/en-in/commercial-vehicles_c85/q-pickup,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4556,jobs in jaipur rajasthan,22200,7,750,$0.08,31,33,https://www.olx.in/jaipur_g4059123/jobs_c4,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown,,,,1
4557,jamia nagar in delhi,22200,22,73,$0.15,4,20,https://www.olx.in/delhi_g4058659/q-jamia-nagar,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
4558,how to purchase a home,22200,66,46,$1.19,1,37,https://www.olx.in/blog/properties/first-time-home-buyer-guide/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4559,hotel at lucknow,22200,80,46,$0.37,86,41,https://www.olx.in/en-in/item/other-jobs-c65-full-time-in-mahanagar-lucknow-iid-1840244742,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown,,,,1
4560,honda generator honda,22200,25,59,$0.02,98,26,https://www.olx.in/en-in/electronics-appliances_c99/q-Honda-generator,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4561,honda dream yuga,14800,9,750,$0,1,17,https://www.olx.in/en-in/motorcycles_c81/q-dream-yuga,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4562,helicopter price,27100,56,46,$0.90,1,27,https://www.olx.in/en-in/items/q-helicopters,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4563,harley davidson indian,18100,30,46,$0.08,4,20,https://www.olx.in/motorcycles_c81/q-harley-davidson,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4564,gurgaon mall,22200,46,46,$1.20,1,25,https://www.olx.in/en-in/item/other-jobs-c65-full-time-in-badshahpur-gurgaon-iid-1840292004,Gurugram,Unknown,Unknown,Unknown,Gurugram,Unknown,,,,1
4565,geeta nagar,18100,109,46,$0,8,26,https://www.olx.in/vijayawada_g4058591,Vijayawada,Unknown,Unknown,Unknown,Vijayawada,Unknown,,,,1
4566,ford mustang gt price in india,33100,12,333,$0.05,1,14,https://www.olx.in/en-in/cars_c84/q-mustang,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4567,fitness machines names,22200,14,333,$0.04,37,33,https://www.olx.in/blog/health/guide-to-common-gym-machines/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4568,below 3 lakhs cars,22200,17,124,$0.07,22,31,https://www.olx.in/en-in/chennai_g4059162/cars_c84?filter=price_between_200000_to_299999,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
4569,bajaj n160,14800,23,95,$0.04,25,30,https://www.olx.in/en-in/motorcycles_c81?filter=model_eq_motorcycles-bajaj-pulsar-n160,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4570,ashok leyland truck price,27100,31,46,$0.04,16,18,https://www.olx.in/maharashtra_g2001163/commercial-other-vehicles_c85/q-ashok-leyland,Unknown,Maharashtra,India,West,Unknown,Unknown,,,,1
4571,android box for tv,22200,18,130,$0.01,95,19,https://www.olx.in/en-in/tv-video-audio_c1523/q-android-tv-box,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4572,all in one p c,22200,20,95,$0.08,100,43,https://www.olx.in/en-in/computers-laptops_c1505/q-all-in-one-pc,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4573,airport in ahmedabad,22200,106,46,$0.12,1,37,https://www.olx.in/item/driver-c2206-full-time-in-ambika-nagar-ahmedabad-iid-1840364238,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown,,,,1
4574,ac on rental,22200,19,113,$0.32,30,19,https://www.olx.in/pimpri-chinchwad_g5059013/q-rent-ac,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4575,8gb memory ram,22200,16,130,$0.02,18,19,https://www.olx.in/en-in/computer-accessories_c1515/q-ram-ddr4-8gb,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4576,5000 below phone,22200,22,73,$0.01,12,38,https://www.olx.in/en-in/mobile-phones_c1453/q-5000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4577,teacher teaching jobs,27100,14,250,$0.12,3,27,https://www.olx.in/en-in/bhubaneshwar_g4059049/teacher_c53,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4578,solo microwave oven,18100,42,46,$0.04,100,40,https://www.olx.in/electronics-appliances_c99/q-solo-microwave,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4579,small car,22200,66,46,$0.09,1,31,https://www.olx.in/blog/cars/unveiling-the-top-10-small-cars-in-india/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4580,sell car,22200,14,333,$1.09,76,47,https://www.olx.in/sell/noida_g4059326/cars_c84,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
4581,samsung galaxy note 10,27100,21,59,$0.02,91,41,https://www.olx.in/en-in/mobiles_c1411/q-samsung-note-10,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4582,rx135,22200,1,6748,$0,1,20,https://www.olx.in/bikes_c2198/q-yamaha-bike-rx135,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4583,zomato vacancy,27100,20,95,$0.23,3,25,https://www.olx.in/en-in/delhi_g2001152/jobs_c4/q-zomato-job,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
4584,yamaha 350 rd,22200,5,2160,$0,1,28,https://www.olx.in/motorcycles_c81/q-yamaha-rd-350-bike,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4585,work from home jobs india hyderabad,22200,8,568,$0.02,1,30,https://www.olx.in/en-in/hyderabad_g4058526/jobs_c4?filter=work_mode_eq_work_from_home,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
4586,work from home jobs hyderabad,27100,9,568,$0.09,1,13,https://www.olx.in/hyderabad_g4058526/jobs_c4?filter=work_mode_eq_work_from_home,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
4587,wooden pallets,14800,5,2160,$0.18,34,33,https://www.olx.in/en-in/furniture_c628/q-pallet,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4588,which car is very costly in the world,22200,42,46,$0,1,24,https://www.olx.in/blog/cars/10-most-expensive-cars-in-the-world/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4589,tvs jupiter rate,22200,75,46,$0.05,11,17,https://www.olx.in/en-in/scooters_c1413,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4590,ktm 200 duke,301000,30,46,$0.10,1,43,https://www.olx.in/en-in/motorcycles_c81/q-duke-200,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4591,kitchen rack steel,22200,19,113,$0.02,99,49,https://www.olx.in/en-in/furniture_c628/q-steel-rack-kitchen,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4592,iphone 15 refurbished,18100,28,46,$0.02,96,47,https://www.olx.in/en-in/bengaluru_g4058803/q-refurbished-iphone,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
4593,innova hybrid,27100,31,46,$0.01,1,27,https://www.olx.in/cars_c84?filter=model_eq_toyota-innova-hycross,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4594,indian brand mobile phones,27100,34,46,$0.02,17,41,https://www.olx.in/blog/mobiles/top-made-in-india-mobiles/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4595,hummer car price in india,22200,34,46,$0.32,1,11,https://www.olx.in/en-in/cars_c84/q-hummer,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4596,how can i buy a house,22200,64,46,$0.70,15,14,https://www.olx.in/blog/properties/first-time-home-buyer-guide/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4597,houses for rent,22200,3,3596,$0.07,22,26,https://www.olx.in/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4598,hero destini,14800,22,95,$0.06,11,26,https://www.olx.in/scooters_c1413/q-destiny,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4599,phone on 1,22200,95,46,$0.01,99,64,https://www.olx.in/item/mobile-phones-c1453-used-nothing-in-keralapuram-kollam-iid-1840360528,Kollam,Unknown,Unknown,Unknown,Kollam,Unknown,,,,1
4600,patna job vacancy,22200,8,750,$0.05,28,21,https://www.olx.in/patna_g4058642/jobs_c4,Patna,Unknown,Unknown,Unknown,Patna,Unknown,,,,1
4601,p s 4 price,27100,23,59,$0.01,56,30,https://www.olx.in/en-in/games-entertainment_c93/q-playstation-4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4602,nikon d7500,27100,28,51,$0.01,95,55,https://www.olx.in/en-in/electronics-appliances_c99/q-nikon-d7500,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4603,nikon d5600 d,27100,17,130,$0.01,97,25,https://www.olx.in/en-in/cameras-lenses_c1517/q-nikon-d5600,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4604,nakshatra apartment,18100,45,46,$0.82,4,25,https://www.olx.in/real-estate_c3/q-nakshatra,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4605,motor for cooler price,480,30,46,$0.01,44,28,https://www.olx.in/item/acs-c1619-heavy-duty-cooler-on-sale-fan-motor-to-be-rectified-in-shaikpet-hyderabad-iid-1837544874,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
4606,mens collar tshirt,22200,65,46,$0.04,100,36,https://www.olx.in/item/men-c1793-mens-tshirt-collarround-neck-all-types-of-original-brand-garments-in-basai-noida-iid-1840287231,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
4607,malegaon jahangir,22200,11,437,$0,1,24,https://www.olx.in/malegaon-jahangir_g4398711/lands-plots_c1729,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4608,m4 comp,22200,21,95,$0.12,1,38,https://www.olx.in/cars_c84?filter=model_eq_bmw-m4-competition,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4609,long lasting perfumes for men,22200,45,46,$0.07,99,41,https://www.olx.in/blog/expert-advice/long-lasting-perfumes-for-men/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4610,realme x7,27100,37,46,$0.04,43,39,https://www.olx.in/en-in/mobile-phones_c1453/q-x7?filter=make_eq_realme,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4611,cost of porsche car in india,22200,38,46,$0.22,1,43,https://www.olx.in/cars_c84/q-porsche,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4612,carens,22200,31,46,$0.12,4,32,https://www.olx.in/cars_c84/q-kia-carens,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4613,bullet hunter 350,22200,20,95,$0.12,4,21,https://www.olx.in/motorcycles_c81?filter=model_eq_motorcycles-royal-enfield-hunter-350,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4614,bmw gs 1250,18100,19,166,$0.01,1,18,https://www.olx.in/motorcycles_c81?filter=model_eq_motorcycles-bmw-r-1250-gs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4615,bmw cheap cars in india,22200,11,250,$0.43,1,36,https://www.olx.in/cars_c84/q-bmw,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4616,bmw cars sports,22200,47,46,$0.70,1,79,https://www.olx.in/bmw-cars_c84/q-m-sport?filter=make_eq_bmw,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4617,house for rent housing,22200,4,2160,$0.12,24,41,https://www.olx.in/visakhapatnam_g4058593/for-rent-houses-apartments_c1723,Visakhapatnam,Unknown,Unknown,Unknown,Visakhapatnam,Unknown,,,,1
4618,hiring driver,22200,9,568,$0.17,43,21,https://www.olx.in/item/driver-c2206-full-time-in-shaduli-palli-kannur-iid-1825992916,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4619,goa career opportunities,22200,40,46,$0.04,17,24,https://www.olx.in/en-in/goa_g2001153/other-jobs_c65,Unknown,Goa,India,West,Unknown,Unknown,,,,1
4620,ganpati pali,22200,75,46,$0,1,27,https://www.olx.in/pratap-nagar_g5334780/jobs_c4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4621,fuel pump,33100,42,46,$0.40,10,31,https://www.olx.in/en-in/items/q-fuel-pump,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4622,fitness equipment home,22200,23,95,$0.06,100,29,https://www.olx.in/gym-fitness_c771,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4623,find job in jaipur,22200,7,750,$0.07,32,24,https://www.olx.in/en-in/jaipur_g4059123/jobs_c4,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown,,,,1
4624,ayodhya chowk,18100,29,46,$0,12,27,https://www.olx.in/ayodhya-chowk_g1000000000002328/_c1731/q-road?filter=furnished_eq_no,Ayodhya,Unknown,Unknown,Unknown,Ayodhya,Unknown,,,,1
4625,audi a6 car price in india,880,20,113,$1.69,12,9,https://www.olx.in/cars_c84/q-a6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
4626,audi a3 audi,22200,19,124,$1.01,1,33,https://www.olx.in/en-in/audi-cars_c84/q-a3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
