No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Category
131,mall close to me,1000000,6,162000.0,$0.05,9,68,https://www.tripadvisor.in/Attractions-g304554-Activities-c26-zfn13087985-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
132,vadodara india,1000000,10,65900.0,$0.10,1,44,https://www.tripadvisor.in/Tourism-g297613-Vadodara_Vadodara_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Unknown
133,old delhi railway station delhi,1000000,29,2300.0,$0.08,2,24,https://www.tripadvisor.in/Attraction_Review-g304551-d7299200-Reviews-Delhi_Junction_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
134,railway station in old delhi,1220000,24,5100.0,$0.07,3,19,https://www.tripadvisor.in/Attraction_Review-g304551-d7299200-Reviews-Delhi_Junction_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
135,india dehradun,823000,12,46900.0,$0.24,1,41,https://www.tripadvisor.in/Tourism-g297687-Dehradun_Dehradun_District_Uttarakhand-Vacations.html,Unknown,Unknown,Unknown,Unknown
136,kolkata west bengal,1000000,19,9100.0,$0.32,1,43,https://www.tripadvisor.in/Tourism-g304558-Kolkata_Calcutta_Kolkata_District_West_Bengal-Vacations.html,Unknown,Unknown,Unknown,Unknown
137,kashi in varanasi,1000000,11,25600.0,$0.20,1,26,https://www.tripadvisor.in/Attractions-g297685-Activities-Varanasi_Varanasi_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
138,chennai chennai tamil nadu india,1000000,12,25600.0,$0.27,1,39,https://www.tripadvisor.in/Attractions-g304556-Activities-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
139,agra india,1000000,7,97300.0,$0.20,1,51,https://www.tripadvisor.in/Tourism-g297683-Agra_Agra_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
140,bangalore city karnataka,1000000,11,46900.0,$0.32,1,83,https://www.tripadvisor.in/Attractions-g297628-Activities-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
141,banaras places,1000000,4,304000.0,$0.30,1,32,https://www.tripadvisor.in/Attractions-g297685-Activities-Varanasi_Varanasi_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
142,west bengal in kolkata,1000000,12,25600.0,$0.29,1,49,https://www.tripadvisor.in/Attractions-g304558-Activities-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
143,veg restaurants near me,1000000,7,65900.0,$0.17,8,57,https://www.tripadvisor.in/Restaurants-g662323-zfz10665-Nagpur_Nagpur_District_Maharashtra.html,Unknown,Unknown,Unknown,Restaurant
144,varanasi in up,1000000,19,5600.0,$0.34,1,51,https://www.tripadvisor.in/Attractions-g297685-Activities-Varanasi_Varanasi_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
145,varanasi banaras,1000000,11,46900.0,$0.30,1,37,https://www.tripadvisor.in/Attractions-g297685-Activities-Varanasi_Varanasi_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
146,varanasi,1000000,10,33800.0,$0.20,1,41,https://www.tripadvisor.in/Tourism-g297685-Varanasi_Varanasi_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
147,restaurants near me with vegetarian,1000000,8,65900.0,$0.04,12,23,https://www.tripadvisor.in/Restaurants-g2140594-zfz10665-Greater_Noida_Gautam_Buddha_Nagar_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Restaurant
148,t's bar and grill,1000000,28,2100.0,$0.05,1,23,https://www.tripadvisor.in/Restaurant_Review-g297586-d9460952-Reviews-T_Grill_Gachibowli_Hyderabad-Hyderabad_Hyderabad_District_Telangana.html,Unknown,Unknown,Unknown,Restaurant
149,india up agra,823000,43,2100.0,$0.44,1,66,https://www.tripadvisor.in/Tourism-g297683-Agra_Agra_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
150,kashi banaras,1000000,11,25600.0,$0.39,1,48,https://www.tripadvisor.in/Attractions-g297685-Activities-Varanasi_Varanasi_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
151,coffee near me,1000000,9,46900.0,$0.32,5,44,https://www.tripadvisor.in/Restaurant_Review-g304556-d6479634-Reviews-Only_Coffee-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Restaurant
152,vegetarian restaurants near me,1000000,4,304000.0,$0.20,10,38,https://www.tripadvisor.in/Restaurants-g679050-zfz10665-Bhavnagar_Bhavnagar_District_Gujarat.html,Unknown,Unknown,Unknown,Restaurant
153,vadodara vadodara,1000000,14,19700.0,$0.10,1,36,https://www.tripadvisor.in/Tourism-g297613-Vadodara_Vadodara_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Unknown
154,pune junction,1000000,12,33800.0,$0.30,4,49,https://www.tripadvisor.in/Attraction_Review-g297654-d12558472-Reviews-Pune_Junction_Railway_Station-Pune_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
155,howrah station india,1000000,24,4300.0,$0.05,4,26,https://www.tripadvisor.in/ShowUserReviews-g1234703-d12063574-r621704877-Howrah_Junction_Railway_Station-Howrah_Howrah_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
156,howrah railway station,1000000,32,2100.0,$0,11,46,https://www.tripadvisor.in/ShowUserReviews-g1234703-d12063574-r621704877-Howrah_Junction_Railway_Station-Howrah_Howrah_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
157,city of chennai india,823000,18,7500.0,$0.48,1,41,https://www.tripadvisor.in/Attractions-g304556-Activities-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
158,chandigarh,1000000,13,15000.0,$0.31,2,61,https://www.tripadvisor.in/Attractions-g297596-Activities-Chandigarh.html,Unknown,Unknown,Unknown,Unknown
159,domino's,1000000,31,2100.0,$0.12,3,66,https://www.tripadvisor.in/Restaurant_Review-g297633-d3514088-Reviews-Domino_s_Pizza-Kochi_Cochin_Ernakulam_District_Kerala.html,Unknown,Unknown,Unknown,Restaurant
160,banaras varanasi kashi,1000000,11,33800.0,$0.20,1,28,https://www.tripadvisor.in/Attractions-g297685-Activities-Varanasi_Varanasi_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
161,new delhi connaught place,823000,5,162000.0,$0.28,4,40,https://www.tripadvisor.in/Attraction_Review-g304551-d324103-Reviews-Connaught_Place-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
162,gandhinagar,823000,11,25600.0,$0.25,4,75,https://www.tripadvisor.in/Attractions-g297609-Activities-Gandhinagar_Gandhinagar_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
163,vijayawada india,1000000,7,97300.0,$0.18,1,49,https://www.tripadvisor.in/Tourism-g303876-Vijayawada_Krishna_District_Andhra_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
164,faridabad in india,1000000,8,46900.0,$0.10,2,37,https://www.tripadvisor.in/Attractions-g677469-Activities-Faridabad_Faridabad_District_Haryana.html,Unknown,Unknown,Unknown,Unknown
165,old delhi railway station,1000000,34,2100.0,$0.06,4,21,https://www.tripadvisor.in/Attraction_Review-g304551-d7299200-Reviews-Delhi_Junction_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
166,bangalore,1220000,17,15000.0,$0.19,1,62,https://www.tripadvisor.in/Tourism-g297628-Bengaluru_Bangalore_District_Karnataka-Vacations.html,Unknown,Unknown,Unknown,Unknown
167,new delhi connaught place,823000,5,162000.0,$0.28,4,40,https://www.tripadvisor.in/Attraction_Review-g304551-d324103-Reviews-Connaught_Place-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
168,gandhinagar,823000,11,25600.0,$0.25,4,75,https://www.tripadvisor.in/Attractions-g297609-Activities-Gandhinagar_Gandhinagar_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
169,delhi old railway station,1000000,21,5600.0,$0.06,4,22,https://www.tripadvisor.in/Attraction_Review-g304551-d7299200-Reviews-Delhi_Junction_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
170,vijayawada india,1000000,7,97300.0,$0.18,1,49,https://www.tripadvisor.in/Tourism-g303876-Vijayawada_Krishna_District_Andhra_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
171,faridabad in india,1000000,8,46900.0,$0.10,2,37,https://www.tripadvisor.in/Attractions-g677469-Activities-Faridabad_Faridabad_District_Haryana.html,Unknown,Unknown,Unknown,Unknown
172,old delhi railway station,1000000,34,2100.0,$0.06,4,21,https://www.tripadvisor.in/Attraction_Review-g304551-d7299200-Reviews-Delhi_Junction_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
173,bangalore,1220000,17,15000.0,$0.19,1,62,https://www.tripadvisor.in/Tourism-g297628-Bengaluru_Bangalore_District_Karnataka-Vacations.html,Unknown,Unknown,Unknown,Unknown
174,up varanasi,1000000,53,2100.0,$0.20,1,48,https://www.tripadvisor.in/Tourism-g297685-Varanasi_Varanasi_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
175,vrindavan mathura,1000000,10,65900.0,$0.25,2,35,https://www.tripadvisor.in/Attractions-g951350-Activities-Vrindavan_Mathura_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
176,varanasi up,1000000,18,9100.0,$0.30,1,41,https://www.tripadvisor.in/Tourism-g297685-Varanasi_Varanasi_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
177,kolkata in india,1000000,9,65900.0,$0.29,1,42,https://www.tripadvisor.in/Attractions-g304558-Activities-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
178,old delhi station,1000000,33,2100.0,$0.08,2,36,https://www.tripadvisor.in/Attraction_Review-g304551-d7299200-Reviews-Delhi_Junction_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
179,pune junction railway station,246000,15,11300.0,$0.21,6,36,https://www.tripadvisor.in/Attraction_Review-g297654-d12558472-Reviews-Pune_Junction_Railway_Station-Pune_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
180,ghaziabad,823000,14,19700.0,$0.02,3,42,https://www.tripadvisor.in/Tourism-g1062901-Ghaziabad_Ghaziabad_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
181,gandhi nagar,1000000,13,25600.0,$0.08,3,43,https://www.tripadvisor.in/Attractions-g297609-Activities-Gandhinagar_Gandhinagar_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
182,chennai tamil nadu india,823000,26,3300.0,$0.48,1,53,https://www.tripadvisor.in/Attractions-g304556-Activities-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
183,delhi kanat place,823000,4,162000.0,$0.28,4,25,https://www.tripadvisor.in/Attraction_Review-g304551-d324103-Reviews-Connaught_Place-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
184,dehradun in india,1000000,10,46900.0,$0.21,2,28,https://www.tripadvisor.in/Attractions-g297687-Activities-Dehradun_Dehradun_District_Uttarakhand.html,Unknown,Unknown,Unknown,Unknown
185,bangalore south india,1000000,32,2100.0,$0.32,1,50,https://www.tripadvisor.in/ShowUserReviews-g297628-d2587592-r279913353-Basavanagudi-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
186,bangalore in karnataka,1000000,11,46900.0,$0.32,1,60,https://www.tripadvisor.in/Attractions-g297628-Activities-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
187,bom terminal 2,1000000,27,2100.0,$0.09,6,29,https://www.tripadvisor.in/Attraction_Review-g304554-d25409148-Reviews-Chhatrapati_Shivaji_Airport_Terminal-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
188,vadodara gujarat,1000000,14,25600.0,$0.36,1,48,https://www.tripadvisor.in/Tourism-g297613-Vadodara_Vadodara_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Unknown
189,meerut,823000,11,33800.0,$0.28,1,61,https://www.tripadvisor.in/Attractions-g1162496-Activities-Meerut_Meerut_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
190,old delhi junction railway station,1220000,9,65900.0,$0,3,35,https://www.tripadvisor.in/Attraction_Review-g304551-d7299200-Reviews-Delhi_Junction_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
191,chhatrapati shivaji international airport terminal 2,74000,20,4300.0,$0.12,13,30,https://www.tripadvisor.in/Attraction_Review-g304554-d25409148-Reviews-Chhatrapati_Shivaji_Airport_Terminal-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
192,faridabad india,1000000,11,46900.0,$0.11,2,41,https://www.tripadvisor.in/Attractions-g677469-Activities-Faridabad_Faridabad_District_Haryana.html,Unknown,Unknown,Unknown,Unknown
193,karnataka bengaluru,1000000,11,46900.0,$0.32,1,82,https://www.tripadvisor.in/Attractions-g297628-Activities-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
194,malls close to me,1000000,6,162000.0,$0.06,11,23,https://www.tripadvisor.in/Attractions-g297687-Activities-c26-t143-Dehradun_Dehradun_District_Uttarakhand.html,Unknown,Unknown,Unknown,Unknown
195,mall closest to me,1000000,6,162000.0,$0.06,11,23,https://www.tripadvisor.in/Attractions-g297637-Activities-c26-t143-Thiruvananthapuram_Trivandrum_Thiruvananthapuram_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
196,agra uttar pradesh,1000000,12,33800.0,$0.20,1,48,https://www.tripadvisor.in/Tourism-g297683-Agra_Agra_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
197,agra,823000,10,33800.0,$0.31,1,61,https://www.tripadvisor.in/Tourism-g297683-Agra_Agra_District_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
198,baroda in gujarat,1000000,23,4300.0,$0.11,1,35,https://www.tripadvisor.in/Tourism-g297613-Vadodara_Vadodara_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Unknown
199,banaras city,1220000,10,65900.0,$0.55,1,48,https://www.tripadvisor.in/Attractions-g297685-Activities-Varanasi_Varanasi_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
200,mumbai marine,480,9,65900.0,$0,1,45,https://www.tripadvisor.in/Attraction_Review-g304554-d321437-Reviews-Marine_Drive-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
201,old railway station delhi,1000000,27,2700.0,$0.06,4,22,https://www.tripadvisor.in/Attraction_Review-g304551-d7299200-Reviews-Delhi_Junction_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
202,old delhi railway station location,1220000,20,5600.0,$0.07,3,20,https://www.tripadvisor.in/Attraction_Review-g304551-d7299200-Reviews-Delhi_Junction_Railway_Station-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
203,shivaji nagar,823000,12,11300.0,$0.18,5,49,https://www.tripadvisor.in/ShowUserReviews-g297628-d5857405-r559290652-Shivajinagar_Shops-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
204,indiranagar,823000,8,65900.0,$0.31,7,63,https://www.tripadvisor.in/Attractions-g297628-Activities-zfn13087477-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
205,chandigarh india,1000000,12,25600.0,$0.15,1,39,https://www.tripadvisor.in/Tourism-g297596-Chandigarh-Vacations.html,Unknown,Unknown,Unknown,Unknown
206,connaught place new delhi delhi india,823000,5,162000.0,$0.33,4,20,https://www.tripadvisor.in/Attraction_Review-g304551-d324103-Reviews-Connaught_Place-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
207,agra in up,823000,19,5600.0,$0.44,1,46,https://www.tripadvisor.in/Attractions-g297683-Activities-Agra_Agra_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
208,faridabad faridabad,823000,11,33800.0,$0.04,4,49,https://www.tripadvisor.in/Attractions-g677469-Activities-Faridabad_Faridabad_District_Haryana.html,Unknown,Unknown,Unknown,Unknown
209,goa game,1000000,6,46900.0,$0,1,38,https://www.tripadvisor.in/Attractions-g297604-Activities-c56-t110-Goa.html,Unknown,Unknown,Unknown,Unknown
210,vrindavan vrindavan,1000000,10,46900.0,$0.34,1,48,https://www.tripadvisor.in/Attractions-g951350-Activities-Vrindavan_Mathura_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
211,vrindavan city,1000000,11,65900.0,$0.14,1,31,https://www.tripadvisor.in/Attractions-g951350-Activities-c42-t224-Vrindavan_Mathura_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
212,vegan cafe near me,1000000,7,97300.0,$0.10,11,38,https://www.tripadvisor.in/Restaurants-g679014-zfz10697-Secunderabad_Hyderabad_District_Telangana.html,Unknown,Unknown,Unknown,Restaurant
213,new delhi karol bagh,823000,7,80077.0,$0.15,4,30,https://www.tripadvisor.in/Attraction_Review-g304551-d8376076-Reviews-Karol_Bagh-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
214,red fort,823000,12,27817.0,$0.56,6,49,https://www.tripadvisor.in/Attraction_Review-g304551-d319701-Reviews-Red_Fort-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
215,prem temple vrindavan,823000,11,27817.0,$0.05,1,28,https://www.tripadvisor.in/Attraction_Review-g951350-d3183760-Reviews-Prem_Mandir_Vrindavan-Vrindavan_Mathura_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
216,shops closest to me,823000,6,133326.0,$0.11,7,45,https://www.tripadvisor.in/Attractions-g297588-Activities-c26-Visakhapatnam_Visakhapatnam_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
217,shop closest to me,823000,8,38598.0,$0.12,31,22,https://www.tripadvisor.in/Attractions-g297588-Activities-c26-Visakhapatnam_Visakhapatnam_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
218,udaipur in rajasthan,823000,11,38598.0,$0.25,1,40,https://www.tripadvisor.in/Attractions-g297672-Activities-Udaipur_Udaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
219,himachal pradesh manali,823000,9,54235.0,$0.22,1,42,https://www.tripadvisor.in/Attractions-g297618-Activities-Manali_Kullu_District_Himachal_Pradesh.html,Unknown,Unknown,Unknown,Unknown
220,ambience mall gurgaon,673000,4,80077.0,$1.07,10,46,https://www.tripadvisor.in/Attraction_Review-g297615-d1792467-Reviews-Ambience_Mall-Gurugram_Gurgaon_Gurgaon_District_Haryana.html,Unknown,Unknown,Unknown,Unknown
221,chandni chowk in india,823000,8,54235.0,$0.12,3,34,https://www.tripadvisor.in/Attraction_Review-g304551-d311613-Reviews-Pasar_Chandni_Chowk-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
222,lal qila new delhi delhi,823000,15,12345.0,$0.06,4,37,https://www.tripadvisor.in/ShowUserReviews-g304551-d319701-r418319426-Red_Fort-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
223,kullu manali himachal pradesh india,823000,13,27817.0,$0.24,2,39,https://www.tripadvisor.in/Tourism-g297618-Manali_Kullu_District_Himachal_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
224,ludhiana india,823000,10,54235.0,$0.20,1,53,https://www.tripadvisor.in/Tourism-g297664-Ludhiana_Ludhianar_District_Punjab-Vacations.html,Unknown,Unknown,Unknown,Unknown
225,uttarakhand mussoorie,1600,11,27817.0,$0.58,1,19,https://www.tripadvisor.in/Attractions-g297689-Activities-Mussoorie_Dehradun_District_Uttarakhand.html,Unknown,Unknown,Unknown,Unknown
226,trichy and tiruchirapalli,201000,9,27817.0,$0.61,1,30,https://www.tripadvisor.in/Attractions-g317098-Activities-Tiruchirappalli_Tiruchirappalli_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
227,tiruchirappalli tamil nadu india,823000,12,21068.0,$0.17,1,35,https://www.tripadvisor.in/Attractions-g317098-Activities-Tiruchirappalli_Tiruchirappalli_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
228,udaipur india,2400,6,80077.0,$0.21,3,55,https://www.tripadvisor.in/Tourism-g297672-Udaipur_Udaipur_District_Rajasthan-Vacations.html,Unknown,Unknown,Unknown,Unknown
229,trichy city,201000,12,21068.0,$0.61,1,35,https://www.tripadvisor.in/Attractions-g317098-Activities-Tiruchirappalli_Tiruchirappalli_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
230,trichur and thrissur,823000,32,1728.0,$0.13,1,41,https://www.tripadvisor.in/Tourism-g735202-Thrissur_Thrissur_District_Kerala-Vacations.html,Unknown,Unknown,Unknown,Unknown
231,qutub minar,550000,9,54235.0,$0.47,5,49,https://www.tripadvisor.in/Attraction_Review-g304551-d311626-Reviews-Qutub_Minar-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
232,red fort lal qila,823000,10,38598.0,$0.05,4,40,https://www.tripadvisor.in/ShowUserReviews-g304551-d319701-r310039194-Red_Fort-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
