No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
155,jayanagar 4th block,301000,3,91504,$0.14,7,45,https://lbb.in/bangalore/jayanagars-shopping-complex/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
156,dance classes near me,301000,10,10173,$0.42,5,36,https://lbb.in/delhi/dance-classes-in-gurgaon-studios-academies/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
157,city centre mall,246000,37,632,$0.04,7,45,https://lbb.in/hyderabad/mall/city-centre-mall-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
158,pet shop near me,246000,11,5929,$0.24,14,35,https://lbb.in/delhi/pet-shops-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
159,vasant kunj new delhi,301000,29,662,$0.09,6,25,https://lbb.in/delhi/the-kunj-vasant-kunj/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
160,malayalam a films,301000,24,812,$0.49,1,64,https://lbb.in/all/best-malayalam-movies/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
161,movie in malayalam,301000,25,812,$0.11,1,35,https://lbb.in/all/best-malayalam-movies/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
162,crawford market mumbai,12100,10,10173,$0,1,16,https://lbb.in/mumbai/things-to-do-in-crawford-market/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
163,st art,301000,54,632,$0.06,1,48,https://lbb.in/bangalore/start-india-street-art-festival-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
164,rajajinagar,301000,47,632,$0.22,5,62,https://lbb.in/bangalore/locality/rajaji-nagar-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
165,powai,246000,44,632,$0.19,11,64,https://lbb.in/mumbai/things-to-do-powai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
166,mumbai ghatkopar,301000,22,993,$0.13,4,27,https://lbb.in/mumbai/things-to-do-in-ghatkopar/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
167,howrah bridge,246000,23,1294,$0.02,5,49,https://lbb.in/kolkata/iconic-howrah-bridge/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
168,begumpet hyderabad,301000,60,632,$0.12,5,27,https://lbb.in/hyderabad/locality/begumpet-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
169,delhi vasant vihar,301000,39,632,$0.11,4,23,https://lbb.in/delhi/locality/vasant-vihar-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
170,nexus shantiniketan,246000,49,632,$0.90,15,52,https://lbb.in/places/Nexus-Shantiniketan-krishnaraja-puram-a51352/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
171,dance course near me,301000,7,48762,$0.05,5,35,https://lbb.in/delhi/dance-schools-noida/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
172,crawford market india,301000,20,1294,$0.05,1,19,https://lbb.in/mumbai/things-to-do-in-crawford-market/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
173,film malayalam,1900,28,632,$0,1,18,https://lbb.in/all/best-malayalam-movies/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
174,pet shops close to me,301000,9,14116,$0.18,16,33,https://lbb.in/delhi/pet-shops-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
175,malayalam movies malayalam movies,301000,17,2739,$0.09,1,34,https://lbb.in/all/best-malayalam-movies/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
176,crawford market in mumbai,12100,9,14116,$0,1,8,https://lbb.in/mumbai/things-to-do-in-crawford-market/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
177,commercial street,301000,10,10173,$0.83,9,50,https://lbb.in/bangalore/shopping-at-commercial-street/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
178,jp nagar,301000,22,993,$0.21,14,52,https://lbb.in/bangalore/locality/jp-nagar-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
179,ghatkopar,246000,27,722,$0.30,5,62,https://lbb.in/mumbai/things-to-do-in-ghatkopar/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
180,dancing schools near me,301000,7,29287,$0.07,6,16,https://lbb.in/delhi/dance-schools-noida/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
181,dance studios close to me,301000,6,48762,$0.06,7,20,https://lbb.in/delhi/dance-schools-noida/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
182,crawford market,246000,12,5929,$0,1,48,https://lbb.in/mumbai/things-to-do-in-crawford-market?ref=lbbpost,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
183,liquor shop near me,301000,42,632,$0,1,34,https://lbb.in/delhi/wine-beer-shops-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
184,las vegas mall shopping,301000,15,4515,$0.44,5,40,https://lbb.in/delhi/vegas-mall-dwarka/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
185,botany garden,301000,19,2257,$0.07,4,52,https://lbb.in/mumbai/botanical-garden-colaba/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
186,mal movie,301000,51,632,$0.49,1,63,https://lbb.in/all/best-malayalam-movies/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
187,new delhi vasant kunj,301000,19,1685,$0.12,4,33,https://lbb.in/delhi/the-kunj-vasant-kunj/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
188,mall vegas,301000,18,2739,$0.11,5,59,https://lbb.in/delhi/vegas-mall-dwarka/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
189,malayalam malayalam movie,301000,25,722,$0.49,1,49,https://lbb.in/all/best-malayalam-movies/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
190,kompally,301000,71,632,$0.10,6,62,https://lbb.in/hyderabad/locality/kompally-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
191,malls,368000,10,8314,$0.42,3,61,https://lbb.in/bangalore/best-malls-in-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
192,mall,246000,18,2238,$0.25,3,61,https://lbb.in/bangalore/best-malls-in-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
193,r city,246000,41,516,$0.23,7,41,https://lbb.in/mumbai/r-city-mall/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
194,bicycle rent near me,246000,41,516,$0.05,22,41,https://lbb.in/bangalore/bicycle-rental-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
195,pharmeasy,246000,25,516,$0.13,41,73,https://lbb.in/mumbai/pharmeasy-77164a/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
196,janak puri delhi,246000,53,516,$0.11,4,25,https://lbb.in/delhi/locality/janakpuri-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
197,south city mall of kolkata,246000,21,1057,$0.10,6,41,https://lbb.in/kolkata/mall/south-city-mall-kolkata/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
198,delhi janakpuri,246000,46,516,$0.14,5,26,https://lbb.in/delhi/locality/janakpuri-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
199,rohini cinema,246000,19,1845,$0.09,4,21,https://lbb.in/chennai/rohini-silver-screens-koyambedu-5ecd74/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
200,yoga classes near me,246000,18,1451,$0.23,14,39,https://lbb.in/mumbai/yoga-studios-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
201,nurseries close to me,246000,6,23935,$0.08,10,23,https://lbb.in/mumbai/best-plant-nurseries/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
202,sanjay gandhi national park mumbai,246000,34,516,$0.13,7,29,https://lbb.in/mumbai/beginners-guide-sanjay-gandhi-national-park/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
203,punjabi bagh delhi,246000,35,516,$0.08,5,44,https://lbb.in/delhi/locality/punjabi-bagh-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
204,ambience mall vasant kunj,201000,25,565,$0.62,8,37,https://lbb.in/delhi/mall/ambience-mall-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
205,ambience mall delhi,246000,45,516,$0,8,45,https://lbb.in/delhi/mall/ambience-mall-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
206,play tamil,246000,62,516,$0,1,47,https://lbb.in/chennai/Payanam-A-Tamil-Play-2e55bf/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
207,borivali national park,201000,23,1057,$0.50,10,46,https://lbb.in/mumbai/beginners-guide-sanjay-gandhi-national-park/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
208,ambience vasant kunj,246000,15,1845,$0.49,4,44,https://lbb.in/delhi/ambience-mall-vasant-kunj-65aacb/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
209,cubbon park,246000,68,516,$0.47,6,49,https://lbb.in/bangalore/cubbon-park-greenery/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
210,plant nursery close to me,246000,7,23935,$0.08,10,20,https://lbb.in/bangalore/best-nurseries-and-garden-centres-in-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
211,nurseries for plants near me,246000,9,16211,$0.08,9,22,https://lbb.in/hyderabad/best-nurseries-garden-stores/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
212,museums museum,246000,14,4846,$0.16,1,19,https://lbb.in/pune/museums-in-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
213,shopping malls near me,246000,9,11537,$0.30,19,40,https://lbb.in/bangalore/best-malls-in-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
214,museum,246000,69,516,$1.27,1,61,https://lbb.in/pune/museums-in-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
215,ambience mall delhi vasant kunj,246000,21,811,$0.20,7,24,https://lbb.in/delhi/Vasant-kunj-malls/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
216,salons near me,165000,37,516,$0.41,24,50,https://lbb.in/mumbai/best-salons-women-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
217,sanjay gandhi national parks,246000,45,516,$0.07,9,36,https://lbb.in/mumbai/beginners-guide-sanjay-gandhi-national-park/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
218,plant nursery closest to me,246000,7,23935,$0.08,10,20,https://lbb.in/bangalore/best-nurseries-and-garden-centres-in-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
219,ice cream near me,201000,15,2779,$0.36,5,36,https://lbb.in/mumbai/best-iconic-ice-cream-parlours-in-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
220,hire bicycle near me,50,12,4846,$0.06,55,22,https://lbb.in/delhi/bikes-rent-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
221,bangalore yeshwanthpur,246000,50,516,$0.20,4,49,https://lbb.in/bangalore/locality/yeshwantpur-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
222,sanjay gandhi national park in mumbai,246000,37,516,$0.07,9,44,https://lbb.in/mumbai/beginners-guide-sanjay-gandhi-national-park/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
223,beer shop near me,246000,27,541,$0,1,34,https://lbb.in/delhi/big-way-wine-beer-65f5b1/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
224,yoga clubs near me,246000,17,1845,$0.14,12,26,https://lbb.in/delhi/yoga-classes-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
225,museum museum,246000,25,811,$0.45,1,54,https://lbb.in/delhi/museums-in-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
226,kankaria lake,201000,35,516,$0.53,5,49,https://lbb.in/all/kankaria-lake-ahemdabad/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
227,nursery near me,246000,15,2779,$0.10,8,45,https://lbb.in/bangalore/best-nurseries-and-garden-centres-in-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
228,bicycle rental near me,246000,47,516,$0.05,22,41,https://lbb.in/bangalore/bicycle-rental-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
229,janpath market new delhi delhi,201000,7,9426,$0.02,1,28,https://lbb.in/delhi/janpath-shopping-guide/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
230,janpath market,201000,8,13245,$0,1,47,https://lbb.in/delhi/janpath-shopping-guide/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
231,gurgaon sector 14,201000,49,422,$0.23,9,45,https://lbb.in/delhi/locality/sector-14-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
232,forum mall,165000,38,422,$0.04,5,49,https://lbb.in/bangalore/mall/forum-mall-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
233,perfumes for men,201000,40,422,$0.08,100,73,https://lbb.in/all/perfumes-for-men-buy-online/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
234,perfume for men fragrance,201000,11,3959,$0.08,100,24,https://lbb.in/all/perfumes-for-men-buy-online/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
235,new delhi lajpat nagar market,201000,20,1025,$0.08,1,21,https://lbb.in/delhi/ethnic-wear-lajpat-nagar/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
236,sarojini in delhi,201000,10,5145,$0.13,4,31,https://lbb.in/delhi/sarojini-nagar-shopping-guide/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
237,nearest wine shops,201000,27,462,$0,1,12,https://lbb.in/kolkata/shops-in-kolkata-for-wines/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
238,mother's day gifts,49500,44,422,$0.11,79,58,https://lbb.in/all/mothers-day-gifts/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
239,men's perfume fragrance,201000,37,422,$0.08,100,42,https://lbb.in/all/perfumes-for-men-buy-online/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
240,lajpat nagar delhi market,165000,15,3015,$0,2,35,https://lbb.in/delhi/ethnic-wear-lajpat-nagar/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
241,lajpat market,165000,30,422,$0,2,20,https://lbb.in/delhi/things-to-do-in-lajpat-nagar-in-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
242,defence colony,201000,37,422,$0.15,4,49,https://lbb.in/delhi/defence-colony-hood-guide-cheap-booze-groceries-and-an-art-gallery/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
243,haircut men's,201000,54,422,$0.34,1,26,https://lbb.in/mumbai/grooming-men-salons-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
244,pub near me,246000,13,3015,$0.21,10,46,https://lbb.in/delhi/best-bars-pubs-noida/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
245,perfume for male,246000,32,422,$0.07,100,34,https://lbb.in/all/perfumes-for-men-buy-online/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
246,oia bangalore,201000,18,1507,$0.33,9,50,https://lbb.in/bangalore/oia-hennur-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
247,male fragrances,201000,41,422,$0.07,99,40,https://lbb.in/all/perfumes-for-men-buy-online/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
248,fragrances perfume for men,201000,11,3015,$0.08,100,29,https://lbb.in/all/perfumes-for-men-buy-online/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
249,delhi sarojini nagar,165000,29,442,$0,7,45,https://lbb.in/delhi/sarojni-nagar-delhis-irreplaceable-street-fashion-paradise-067cc5/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
250,royal meenakshi mall bangalore,201000,20,864,$0.12,6,27,https://lbb.in/bangalore/royal-meenakshi-mall-12bfb6/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
251,indo western women,201000,33,422,$0.02,100,18,https://lbb.in/all/indo-western-outfit-ideas-women/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
252,sarojini new delhi,201000,17,1507,$0.13,4,20,https://lbb.in/delhi/sarojini-nagar-shopping-guide/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
253,mapusa goa,22200,10,6793,$0.24,5,26,https://lbb.in/goa/mapusa-market-five-reasons/,Unknown,Goa,India,West,Unknown,Unknown,,,,1
254,lip gloss in lips,165000,33,422,$0.03,98,36,https://lbb.in/all/best-lip-gloss/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
255,lajpat nagar market,165000,31,422,$0,2,29,https://lbb.in/delhi/things-to-do-in-lajpat-nagar-in-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
256,jio world drive,201000,11,3015,$0.60,6,44,https://lbb.in/mumbai/jio-world-drive-fun-activities-apart-from-shopping-and-eating/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Attraction,,,,1
257,forum south bengaluru,165000,40,422,$0.16,13,23,https://lbb.in/places/Forum-South-Bengaluru-a5136e/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
258,dulquer salmaan film,201000,36,422,$0,1,48,https://lbb.in/hyderabad/best-dulquer-salmaan-movies/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
259,sarojini nagar in delhi,201000,14,3015,$0.13,4,25,https://lbb.in/delhi/sarojini-nagar-shopping-guide/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
260,nilambur city,201000,30,422,$0.07,1,19,https://lbb.in/chennai/places-to-visit-in-nilambur-kerala-chennai/,Chennai,Kerala,India,South,Chennai,Unknown,,,,1
261,lip gloss,135000,38,422,$0.07,97,77,https://lbb.in/all/best-lip-gloss/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
262,cleaners for clothes near me,201000,12,3959,$0.25,26,19,https://lbb.in/mumbai/laundry-services-in-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
263,wine near me,201000,21,864,$0,1,42,https://lbb.in/delhi/wine-beer-shops-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
264,royal meenakshi mall,201000,15,1507,$0.25,6,44,https://lbb.in/bangalore/royal-meenakshi-mall-12bfb6/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
265,candolim beach goa,3600,29,442,$0.23,10,20,https://lbb.in/goa/candolim-beach-8b2dcf/,Candolim,Goa,India,West,Candolim,Unknown,,,,1
266,ashok vihar in delhi,201000,55,422,$0.10,3,23,https://lbb.in/delhi/locality/ashok-vihar-phase-1-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
267,mother's day gift,49500,43,422,$0.15,31,37,https://lbb.in/all/mothers-day-gifts/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
268,sector 29 gurugram,201000,60,422,$0.20,9,28,https://lbb.in/delhi/locality/sector-29-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
269,sarojini nagar new delhi,201000,76,422,$0.13,4,23,https://lbb.in/delhi/locality/sarojini-nagar-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
270,lajpat nagar market delhi,165000,22,663,$0,2,35,https://lbb.in/delhi/ethnic-wear-lajpat-nagar/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
271,delhi janpath market,201000,30,442,$0.15,1,27,https://lbb.in/delhi/tibetan-market-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
272,gloss on lips,165000,91,422,$0.03,98,30,https://lbb.in/all/best-lip-gloss/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
273,sector 14 gurgaon,201000,57,422,$0.23,9,45,https://lbb.in/delhi/locality/sector-14-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
274,sec29 gurgaon,201000,49,422,$0.13,4,20,https://lbb.in/delhi/locality/sector-29-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
275,lipgloss,135000,38,422,$0.08,98,90,https://lbb.in/all/best-lip-gloss/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
276,kalyan nagar,201000,15,1507,$0.39,7,50,https://lbb.in/bangalore/locality/kalyan-nagar-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
277,sector 29,201000,72,422,$0.23,4,49,https://lbb.in/delhi/restaurants-sector-29-gurgaon/,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
278,laundry near me,201000,11,3959,$0.26,27,51,https://lbb.in/mumbai/laundry-services-in-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
279,lajpat nagar market new delhi,201000,27,422,$0.06,1,21,https://lbb.in/delhi/things-to-do-in-lajpat-nagar-in-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
280,tiffin service near me,201000,11,5145,$0.07,9,37,https://lbb.in/delhi/affordable-tiffin-services-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
281,pubs close to me,201000,11,5145,$0.09,11,38,https://lbb.in/delhi/best-bars-pubs-noida/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
282,market lajpat nagar,201000,31,422,$0.08,1,22,https://lbb.in/delhi/ethnic-wear-lajpat-nagar/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
283,candolim beach goa india,201000,33,422,$0.17,7,25,https://lbb.in/goa/candolim-beach-8b2dcf/,Candolim,Goa,India,West,Candolim,Unknown,,,,1
284,bookstore close to me,201000,7,19557,$0.03,4,36,https://lbb.in/delhi/book-stores-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
285,cleaner for clothes near me,201000,12,3959,$0.28,30,24,https://lbb.in/mumbai/laundry-services-in-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
286,rr nagar bangalore,246000,59,422,$0.10,5,26,https://lbb.in/bangalore/locality/rajarajeshwari-nagar-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
287,shiva temple bangalore,201000,16,1507,$0.03,5,44,https://lbb.in/bangalore/citys-400-years-old-beautiful-7b2c20/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
288,meenakshi mall,201000,21,663,$0.23,7,50,https://lbb.in/bangalore/mall/royal-meenakshi-mall-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
289,lip gloss lips,201000,41,422,$0.02,97,29,https://lbb.in/all/best-lip-gloss/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
290,ramamurthy nagar bangalore,201000,65,422,$0.13,6,28,https://lbb.in/bangalore/locality/ramamurthy-nagar-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
291,gurgaon 29 sector,201000,53,422,$0.13,4,20,https://lbb.in/delhi/locality/sector-29-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
292,candolim beach in goa,201000,64,422,$0.18,6,23,https://lbb.in/goa/candolim-beach-8b2dcf/,Candolim,Goa,India,West,Candolim,Unknown,,,,1
293,cloth washing price,201000,29,462,$0.05,98,25,https://lbb.in/delhi/laundromats-in-the-city-wash-dry-clean-clothes-fold/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
294,lajpat nagar market in delhi,165000,18,1125,$0,2,35,https://lbb.in/delhi/ethnic-wear-lajpat-nagar/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
295,delhi kamla nagar,165000,9,5577,$0.13,4,21,https://lbb.in/delhi/kohlapur-road-kamla-nagar/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
296,preet vihar delhi,135000,40,346,$0,9,45,https://lbb.in/delhi/locality/preet-vihar-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
297,best perfume scent for men,165000,18,973,$0.08,99,36,https://lbb.in/all/perfumes-for-men-buy-online/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
298,tailor shop near me,135000,45,346,$0.61,7,37,https://lbb.in/delhi/broken-zips-open-hems-3-markets-gurgaon-tailors-every-kind-alteration/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
299,play arena,135000,15,1501,$0.12,14,52,https://lbb.in/bangalore/play-arena-sarjapur/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
300,ear piercings on ear,165000,9,5577,$0.08,18,19,https://lbb.in/all/types-of-ear-piercings/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
301,garuda mall bangalore,135000,21,709,$0.09,12,23,https://lbb.in/bangalore/garuda-mall-e232f7/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
