No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
254,kurla kurla,368000,10,17259,$0.20,4,49,https://www.zomato.com/mumbai/kurla-restaurants
255,powai,246000,15,2739,$0.19,11,64,https://www.zomato.com/mumbai/powai-restaurants
256,pitampura in delhi,301000,16,2739,$0.12,4,36,https://www.zomato.com/ncr/pitampura-delhi-restaurants
257,delhi vasant vihar,301000,17,1775,$0.11,4,23,https://www.zomato.com/ncr/vasant-vihar-delhi-restaurants
258,delhi cantt,246000,20,1535,$0,6,49,https://www.zomato.com/ncr/best-delhi-cantt-restaurants
259,begumpet hyderabad,301000,16,2257,$0.12,5,27,https://www.zomato.com/hyderabad/begumpet-restaurants
260,quilon kerala,246000,20,1685,$0.43,1,37,https://www.zomato.com/kollam/the-quilon-hotel-and-resorts-kollam-locality/order
261,non veg restaurants near me,246000,6,29287,$0.23,9,37,https://www.zomato.com/restaurants-near-me
262,mantri square mall bangalore,301000,14,3401,$0.08,5,28,https://www.zomato.com/bangalore/restaurants/in/mantri-square-malleshwaram
263,delhi pitampura,301000,19,1535,$0.15,3,33,https://www.zomato.com/ncr/best-pitampura-restaurants
264,churchgate,201000,11,7705,$0,9,63,https://www.zomato.com/mumbai/churchgate-restaurants
265,begumpet in hyderabad,301000,19,1535,$0.11,5,27,https://www.zomato.com/hyderabad/begumpet-restaurants
266,jayanagar 4th block,301000,12,10173,$0.14,7,45,https://www.zomato.com/bangalore/jayanagar-4th-block-restaurants
267,kharagpur,201000,30,632,$0,1,61,https://www.zomato.com/kharagpur
268,biryani,368000,12,5929,$0.16,2,61,https://www.zomato.com/pune/restaurants/biryani
269,civil lines,301000,18,1775,$0.11,4,47,https://www.zomato.com/ncr/civil-lines-social-civil-lines-new-delhi
270,city centre mall,246000,18,1775,$0.04,7,45,https://www.zomato.com/raipur/restaurants/in/city-centre-mall-devendra-nagar
271,vasant kunj new delhi,301000,23,1294,$0.09,6,25,https://www.zomato.com/ncr/best-vasant-kunj-restaurants
272,sukhdev dhaba,301000,6,48762,$0.14,1,48,https://www.zomato.com/ncr/amrik-sukhdev-murthal-new-delhi
273,greenpark,246000,20,1685,$0.26,5,62,https://www.zomato.com/pune/green-park-baner
274,moti nagar,246000,15,2739,$0.99,4,49,https://www.zomato.com/ncr/moti-nagar-delhi-restaurants
275,madhapur hyderabad,301000,15,3401,$0.14,7,24,https://www.zomato.com/hyderabad/madhapur-restaurants
276,kharadi,301000,11,7705,$0.46,6,62,https://www.zomato.com/pune/kharadi-restaurants
277,vasant vihar new delhi delhi,301000,49,632,$0.11,4,21,https://www.zomato.com/ncr/best-vasant-vihar-restaurants
278,matka chennai,301000,4,19835,$0,1,11,https://www.zomato.com/chennai/itminaan-matka-biryani-slow-cooked-velachery
279,elante mall,246000,12,5929,$0.04,5,49,https://www.zomato.com/chandigarh/restaurants/in/elante-mall-chandigarh-industrial-area
280,a coffee shop,246000,8,29287,$0.10,1,66,https://www.zomato.com/cafes-near-me
281,non vegetarian restaurants near me,246000,5,48762,$0.19,10,38,https://www.zomato.com/restaurants-near-me
282,nexus shantiniketan,246000,8,10173,$0.90,15,52,https://www.zomato.com/bangalore/restaurants/in/nexus-shantiniketan-whitefield
283,momo,368000,14,4515,$0.17,1,61,https://www.zomato.com/mumbai/wow-momo-kalyan-thane
284,sector 17 chandigarh,301000,22,1294,$0.15,5,44,https://www.zomato.com/chandigarh/sector-17-chandigarh-restaurants
285,coffee shop,201000,6,48762,$0.65,1,75,https://www.zomato.com/hyderabad/coffee
286,churchgate mumbai,301000,10,10173,$0.46,3,48,https://www.zomato.com/mumbai/churchgate-restaurants
287,original m,301000,2,91504,$0.37,1,41,https://www.zomato.com/nashik/the-original-m-1-college-road
288,jp nagar,301000,12,4515,$0.21,14,52,https://www.zomato.com/bangalore/jp-nagar-restaurants
289,ghatkopar,246000,22,1294,$0.30,5,62,https://www.zomato.com/mumbai/ghatkopar-west-restaurants
290,chandigarh sector 15,301000,7,14116,$0.11,5,22,https://www.zomato.com/chandigarh/sector-15-chandigarh-restaurants
291,amrik sukhdev,301000,5,48762,$0.11,1,47,https://www.zomato.com/ncr/amrik-sukhdev-murthal-new-delhi
292,sector 15 chandigarh,301000,7,19835,$0.13,4,28,https://www.zomato.com/chandigarh/sector-15-chandigarh-restaurants
293,momos,450000,11,10173,$0.18,1,61,https://www.zomato.com/mumbai/restaurants/momos?order-online=1
294,madhapur,301000,12,5929,$0.27,7,63,https://www.zomato.com/hyderabad/madhapur-restaurants
295,liquor shop near me,301000,25,722,$0,1,34,https://www.zomato.com/lucknow/beverage-shop
296,pitampura india,301000,26,692,$0.15,3,26,https://www.zomato.com/ncr/pitampura-delhi-restaurants
297,peni,301000,12,7705,$0.02,1,24,https://www.zomato.com/kottayam/peni-ice-candy-kottayam-locality/order
298,palanpur,301000,35,632,$0,1,60,https://www.zomato.com/palanpur
299,navi mumbai cbd belapur,301000,11,10173,$0.13,4,25,https://www.zomato.com/mumbai/cbd-belapur-restaurants
300,kerala quilon,246000,41,632,$0.23,1,37,https://www.zomato.com/kollam/the-quilon-hotel-and-resorts-kollam-locality/order
301,las vegas mall shopping,301000,23,1294,$0.44,5,40,https://www.zomato.com/ncr/restaurants/in/vegas-mall-dwarka
302,chennai anna nagar,301000,51,632,$0.27,8,45,https://www.zomato.com/chennai/best-anna-nagar-west-restaurants
303,subway,368000,11,7705,$0.25,1,61,https://www.zomato.com/ncr/subway-aerocity-new-delhi
304,pincode,246000,33,632,$0,1,60,https://www.zomato.com/ncr/pincode-by-kunal-kapur-civil-lines-new-delhi
305,coffee coffee shops,246000,6,91504,$0.11,1,23,https://www.zomato.com/cafes-near-me
306,mall vegas,301000,9,14116,$0.11,5,59,https://www.zomato.com/ncr/restaurants/in/vegas-mall-dwarka
307,kompally,301000,15,2739,$0.10,6,62,https://www.zomato.com/hyderabad/kompally-restaurants
308,kashmiri gate delhi,246000,36,632,$0.11,3,26,https://www.zomato.com/ncr/restaurants/in/kashmere-gate-metro-station-kashmiri-gate
309,madhavaram,246000,19,1057,$0.64,5,62,https://www.zomato.com/chennai/best-madhavaram-restaurants
310,pahar ganj in delhi,246000,24,811,$0.33,4,25,https://www.zomato.com/ncr/paharganj-delhi-restaurants
311,cyber hub in gurugram,246000,10,8314,$0.05,5,40,https://www.zomato.com/ncr/restaurants/in/cyber-hub-dlf-cyber-city
312,ambience vasant kunj,246000,3,23935,$0.49,4,44,https://www.zomato.com/ncr/restaurants/in/ambience-mall-vasant-kunj
313,pcc,201000,83,516,$0.22,1,61,https://www.zomato.com/ncr/pcc-punjabi-chaap-corner-paschim-vihar-new-delhi/order
314,kong kong,390,43,516,$0,1,89,https://www.zomato.com/kolkata/hong-kong-kankurgachi
315,nerul,246000,15,2238,$0.16,4,62,https://www.zomato.com/mumbai/nerul-restaurants
316,ambattur chennai,246000,23,1057,$0.08,5,22,https://www.zomato.com/chennai/ambattur-restaurants
317,thodupuzha,246000,53,516,$0,3,61,https://www.zomato.com/thodupuzha
318,breakfast meal near me,246000,4,74784,$0.08,10,23,https://www.zomato.com/mumbai/great-breakfasts
319,south city mall of kolkata,246000,11,3690,$0.10,6,41,https://www.zomato.com/kolkata/restaurants/in/south-city-mall-princeanwarshahroad
320,vijayawada station,246000,83,516,$0,1,48,https://www.zomato.com/order-food-online-in-train
321,kritaa nagar,246000,3,74784,$0.17,4,20,https://www.zomato.com/hyderabad/kritaa-nagar-gachibowli
322,near food restaurant,246000,4,74784,$0.07,15,30,https://www.zomato.com/restaurants-near-me
323,momo wow,246000,11,8314,$0.14,2,38,https://www.zomato.com/kolkata/restaurants/wow-momo
324,delhi janakpuri,246000,18,1845,$0.14,5,26,https://www.zomato.com/ncr/janakpuri-delhi-restaurants
325,cyber hub dlf cyber city,246000,6,23935,$0.04,5,39,https://www.zomato.com/ncr/restaurants/in/cyber-hub-dlf-cyber-city
326,breakfast near me,201000,5,74784,$0.36,8,45,https://www.zomato.com/bangalore/great-breakfasts
327,birthday cakes birthday cakes,301000,13,4846,$0.12,95,23,https://www.zomato.com/bangalore/restaurants/dish-birthday-cake
328,wow momo,201000,10,8314,$0.28,3,48,https://www.zomato.com/mumbai/restaurants/wow-momo
329,rambagh palace jaipur india,246000,9,11537,$0.15,12,38,https://www.zomato.com/jaipur/restaurants/in/rambagh-palace-c-scheme
330,bhopal jn,246000,61,516,$0.08,4,19,https://www.zomato.com/order-food-online-in-train
331,bardoli gujarat,201000,38,516,$0,1,47,https://www.zomato.com/bardoli
332,bardoli,201000,12,6297,$0,1,60,https://www.zomato.com/bardoli
333,the magnolia bakery,246000,7,23935,$0.11,5,40,https://www.zomato.com/bangalore/magnolia-bakery-indiranagar-bangalore
334,sarita vihar,246000,21,1254,$0.05,5,49,https://www.zomato.com/ncr/sarita-vihar-delhi-restaurants
335,nearby restaurants,246000,2,39852,$0.28,15,52,https://www.zomato.com/restaurants-near-me
336,rambagh hotel jaipur,246000,22,1057,$0.15,12,46,https://www.zomato.com/jaipur/restaurants/in/rambagh-palace-c-scheme
337,punjabi bagh delhi,246000,11,6297,$0.08,5,44,https://www.zomato.com/ncr/punjabi-bagh-delhi-restaurants
338,fnp,246000,11,3690,$0.18,100,91,https://www.zomato.com/hyderabad/fnp-cakes-by-ferns-n-petals-madhapur
339,hotel rambagh palace jaipur,246000,20,1057,$0.15,12,38,https://www.zomato.com/jaipur/restaurants/in/rambagh-palace-c-scheme
340,hotel fountain,246000,2,74784,$0.48,4,49,https://www.zomato.com/mumbai/hotel-fountain-mira-road
341,ambience mall vasant kunj,201000,4,23935,$0.62,8,37,https://www.zomato.com/ncr/restaurants/in/ambience-mall-vasant-kunj
342,ambience mall delhi,246000,7,8314,$0,8,45,https://www.zomato.com/ncr/restaurants/in/ambience-mall-vasant-kunj
343,mojo pizza 2x toppings,246000,8,16211,$0.15,1,21,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-2-whitefield-bangalore
344,birthday cake and,246000,23,1057,$0.13,96,43,https://www.zomato.com/bangalore/restaurants/dish-birthday-cake
345,pizza hut near me,246000,6,23935,$0.24,7,57,https://www.zomato.com/ncr/restoran/pizza-hut?zone=3&category=2
346,thane viviana mall,246000,8,6297,$0.12,5,22,https://www.zomato.com/vi/mumbai/restaurants/in/viviana-mall-thane
347,favourite,246000,28,516,$0,1,60,https://www.zomato.com/chennai/favourite-spot-egatoor/menu
348,birthday and cakes,301000,19,1845,$0.12,95,56,https://www.zomato.com/bangalore/restaurants/dish-birthday-cake
349,baklava,246000,27,664,$0.23,90,88,https://www.zomato.com/ncr/restaurants/dish-baklava
350,ambience mall delhi vasant kunj,246000,6,11537,$0.20,7,24,https://www.zomato.com/ncr/restaurants/in/ambience-mall-vasant-kunj
351,restaurant near me bar,246000,4,74784,$0.05,11,25,https://www.zomato.com/bars-near-me
352,mandi,246000,20,1377,$0,1,60,https://www.zomato.com/bangalore/restaurants/mandi
353,krishna nagar,246000,38,516,$0.10,3,20,https://www.zomato.com/ncr/krishna-nagar-delhi-restaurants
354,indian khanna,201000,24,811,$0.13,1,25,https://www.zomato.com/khanna/restaurants/modern-indian/
355,ice cream near me near me,246000,4,74784,$0.06,8,23,https://www.zomato.com/ice-cream-restaurants-near-me
356,9 sector,246000,11,4846,$0.13,5,19,https://www.zomato.com/chandigarh/sector-9-panchkula-restaurants
357,rambagh palace jaipur rajasthan,246000,30,516,$0.15,12,38,https://www.zomato.com/jaipur/restaurants/in/rambagh-palace-c-scheme
358,paharganj,201000,16,1845,$0.67,6,62,https://www.zomato.com/ncr/paharganj-delhi-restaurants
359,dosa near me,201000,5,39852,$0.20,6,26,https://www.zomato.com/bangalore/delightful-dosas
360,dosa wala near me,201000,9,11537,$0.21,6,36,https://www.zomato.com/deoria-city/delivery/dish-dosa
361,dexter's,246000,4,23935,$0.41,1,72,https://www.zomato.com/bangalore/dexters-hsr-bangalore
362,station road,246000,31,516,$0.11,3,25,https://www.zomato.com/hyderabad/best-railway-station-road-restaurants
363,ice cream near me,201000,4,74784,$0.36,5,36,https://www.zomato.com/ice-cream-restaurants-near-me
364,loni,201000,23,1057,$0,5,62,https://www.zomato.com/ncr/loni-order-online
365,bangalore yeshwanthpur,246000,24,811,$0.20,4,49,https://www.zomato.com/bangalore/best-yeshwantpur-restaurants
366,restaurant with bar near me,246000,5,74784,$0.06,18,23,https://www.zomato.com/bars-near-me
367,ram bagh palace,201000,10,6297,$0.09,19,48,https://www.zomato.com/jaipur/restaurants/in/rambagh-palace-c-scheme
368,beer shop near me,246000,8,11537,$0,1,34,https://www.zomato.com/rajkot/beer-n-bites-kotecha-nagar
369,ambattur,201000,24,811,$0.22,7,63,https://www.zomato.com/chennai/ambattur-restaurants
370,kirti nagar,246000,15,3690,$0.08,10,51,https://www.zomato.com/ncr/kirti-nagar-delhi-restaurants
371,cyber hub,246000,2,39852,$0,6,49,https://www.zomato.com/ncr/restaurants/in/cyber-hub-dlf-cyber-city
372,hk hongkong,246000,26,590,$1.56,1,71,https://www.zomato.com/bangalore/hong-kong-kitchen-banashankari-bangalore
373,viviana mall thane,301000,9,4846,$0.12,6,20,https://www.zomato.com/mumbai/restaurants/in/viviana-mall-thane
374,r city,246000,7,8314,$0.23,7,41,https://www.zomato.com/mumbai/restaurants/in/r-city-mall-ghatkopar-west
375,bar and restaurant near me,246000,4,74784,$0.31,12,38,https://www.zomato.com/bars-near-me
376,temperature lucknow,201000,14,1845,$0,1,33,https://www.zomato.com/lucknow/101-temperature-lounge-mahanagar?amp=1
377,near restaurant,246000,4,74784,$0.14,13,51,https://www.zomato.com/restaurants-near-me
378,smiles,246000,34,516,$0.73,1,60,https://www.zomato.com/ncr/spread-smiles-cake-series-shahdara-new-delhi
379,chicken shop near to me,201000,10,6793,$0.20,10,41,https://www.zomato.com/bhopal/restaurants/roast-chicken?all=1&sort=best
380,block 2,201000,3,61104,$0.16,3,19,https://www.zomato.com/bangalore/block-two-coffee-jayanagar-bangalore
381,belgian waffle,201000,8,13245,$0.16,1,48,https://www.zomato.com/mumbai/the-belgian-waffle-co-chowpatty
382,sector 22 in chandigarh,201000,8,6793,$0.12,5,22,https://www.zomato.com/chandigarh/sector-22-chandigarh-restaurants
383,indian coffee house,201000,6,32562,$0,3,43,https://www.zomato.com/hi/bhopal/indian-coffee-house-hoshangabad-road
384,hyderabad banjara hills,201000,17,1185,$0.14,5,30,https://www.zomato.com/hyderabad/banjara-hills-restaurants
385,defence colony,201000,9,9426,$0.15,4,49,https://www.zomato.com/ncr/restaurants/in/defence-colony-main-market-defence-colony
386,beer,201000,51,422,$0,1,60,https://www.zomato.com/kolkata/microbreweries
387,cafe niloufer,201000,7,19557,$0.02,3,48,https://www.zomato.com/hyderabad/cafe-niloufer-1-lakdikapul
388,mtr,201000,10,6793,$0.35,3,61,https://www.zomato.com/bangalore/mtr-since-1924-indiranagar-bangalore
389,pubs near me,246000,4,61104,$0.21,10,46,https://www.zomato.com/bangalore/best-bars-and-pubs
390,pub near me,246000,7,19557,$0.21,10,46,https://www.zomato.com/bangalore/best-bars-and-pubs
391,oia bangalore,201000,3,61104,$0.33,9,50,https://www.zomato.com/bangalore/oia-3-hennur-bangalore
392,bento cakes,165000,10,9426,$0.24,84,73,https://www.zomato.com/ncr/bento-cakes-noida-1-sector-53-noida/order
393,ashok vihar,201000,18,1185,$0.21,4,49,https://www.zomato.com/ncr/ashok-vihar-phase-1-delhi-restaurants
394,burgers,201000,12,3959,$0.14,1,61,https://www.zomato.com/pune/restaurants/burger
395,waffle belgian,201000,9,6793,$0.14,1,53,https://www.zomato.com/mumbai/the-belgian-waffle-co-chowpatty
396,sector 8,201000,2,61104,$0,9,50,https://www.zomato.com/chandigarh/sector-8-chandigarh-restaurants
397,royal meenakshi mall bangalore,201000,7,6793,$0.12,6,27,https://www.zomato.com/bangalore/restaurants/in/royal-meenakshi-mall-bannerghatta-road
398,world trade park jaipur,201000,15,1829,$0,6,36,https://www.zomato.com/jaipur/restaurants/in/world-trade-park-malviya-nagar
399,wine,246000,98,422,$0,1,60,https://www.zomato.com/ncr/wine-cheese
400,ulhasnagar india,201000,44,422,$0.09,3,22,https://www.zomato.com/mumbai/ulhasnagar-restaurants/south-indian
401,chicken shop near me,165000,10,6793,$0.40,12,38,https://www.zomato.com/ncr/aahar-meat-chicken-shop-saket-new-delhi
402,bento cake,201000,9,6793,$0.18,92,75,https://www.zomato.com/ncr/bento-cakes-noida-1-sector-53-noida/order
403,sector 23 gurgaon,201000,11,3015,$0.29,8,45,https://www.zomato.com/ncr/sector-23-gurgaon-gurugram-restaurants
404,popeyes near me,165000,6,19557,$0.38,7,45,https://www.zomato.com/ncr/restaurants/popeyes?category=2
405,near subway near me,201000,7,19557,$0.12,1,21,https://www.zomato.com/indore/restaurants/subway?landmark_id=568&category=2
406,forum south bengaluru,165000,7,6793,$0.16,13,23,https://www.zomato.com/bangalore/restaurants/in/forum-south-bengaluru-mall
407,momos near me,165000,6,32562,$0.17,4,55,https://www.zomato.com/momos-restaurants-near-me
408,jio world drive,201000,5,13245,$0.60,6,44,https://www.zomato.com/vi/mumbai/restaurants/in/jio-world-drive-bandra-kurla-complex
409,sector 59,165000,14,3015,$0.12,6,36,https://www.zomato.com/ncr/sector-59-noida-restaurants
410,railway station vadodara,201000,87,422,$0.15,6,21,https://www.zomato.com/order-food-online-in-train
411,coffee house india,201000,7,13245,$0.26,3,49,https://www.zomato.com/ncr/indian-coffee-house-connaught-place-new-delhi
412,wtp park,201000,32,422,$0.03,1,28,https://www.zomato.com/jaipur/restaurants/in/world-trade-park-malviya-nagar
413,world trade park mall jaipur,201000,17,1125,$0.08,2,22,https://www.zomato.com/jaipur/restaurants/in/world-trade-park-malviya-nagar
414,world trade park jaipur rajasthan,201000,18,1025,$0.03,1,23,https://www.zomato.com/jaipur/restaurants/in/world-trade-park-malviya-nagar
415,wine near me,201000,4,61104,$0,1,42,https://www.zomato.com/hyderabad/restaurants/dish-wine
416,eggs,201000,54,422,$0.16,52,76,https://www.zomato.com/ahmedabad/indian-eggs-item-1-isanpur
417,cm,201000,10,3959,$0.28,1,61,https://www.zomato.com/jaipur/c-m-pack-carry-malviya-nagar
418,momo near me,165000,5,61104,$0.18,4,44,https://www.zomato.com/mumbai/restaurants/momos
419,royal meenakshi mall,201000,4,19557,$0.25,6,44,https://www.zomato.com/bangalore/restaurants/in/royal-meenakshi-mall-bannerghatta-road
420,pubs bars near me,201000,4,61104,$0.06,7,22,https://www.zomato.com/ncr/best-bars-and-pubs
421,place,201000,18,1185,$0.80,1,67,https://www.zomato.com/ncr/amritsari-food-express-1-nehru-place-new-delhi
422,paschim vihar delhi,201000,28,462,$0.18,9,45,https://www.zomato.com/ncr/best-paschim-vihar-restaurants
423,sunny,246000,14,2271,$0.14,1,60,https://www.zomato.com/bangalore/sunnys-1-lavelle-road
424,sector 29 gurugram,201000,5,32562,$0.20,9,28,https://www.zomato.com/ncr/sector-29-gurgaon-gurugram-restaurants
425,borivali station west,165000,22,542,$0,12,46,https://www.zomato.com/mumbai/subway-borivali-west
426,nearest subway from me,201000,4,32562,$0.06,1,20,https://www.zomato.com/ncr/restaurants/subway-1?landmark_id=73&category=2
427,ulhasnagar,165000,30,422,$0,5,62,https://www.zomato.com/mumbai/ulhasnagar-restaurants
428,sector 14 gurgaon,201000,13,3959,$0.23,9,45,https://www.zomato.com/ncr/sector-14-gurgaon-gurugram-restaurants
429,sec29 gurgaon,201000,4,32562,$0.13,4,20,https://www.zomato.com/ncr/sector-29-gurgaon-gurugram-restaurants
430,sweets,246000,7,19557,$0.09,27,67,https://www.zomato.com/bangalore/sweet-shop
431,subway near me,201000,10,6793,$0.54,1,43,https://www.zomato.com/lucknow/restaurants/subway?category=2
